"sentiment","text"
"0"," gue hohoho walaupun sekolah online tu stres bgt kadang guru jg ngasi tugas diluar jam sekolah and shits tp udh lumayan nyaman"
"1","sch ad nggak yg sama kyk aku udah nyaman sekolah online terus males gitu kalo disuruh sekolah offline admin baca rules ya sayang ada di link bio "
"0","akibat sekolah online kuota sekarat duit gak punya pintar engga bego iyaa "
"0","sekolah tatap muka kena covid antivirus blom ada online biaya kuota print fotokopi ngalah in uang spp sebulan malah ada yg jual ayam jual apa aja demi punya hp android negeri mumet "
"0"," jujur sii kalo makin lama diliat mo sekolah online ato offline sama ajaa bagiku tugas juga tetep banyak capek diri juga cumaa dari kitanya aja nanggepin situasi ini online class siapa sii yang mau kayak gini jugaa mendikbud juga gak mau kalii brooo "
"1","jujur aja dengan ada sekolah online ini malah aku jd lebih pinter bc secara enggak langsung karna ngerjain tugas yg banyak itu jd sekalian belajar justru waktu offline malah ga niat belajarnya kadang"
"1","setuju bangett ku liat pemerintah guru dan sekolah udh berusaha semaksimal mungkin biar sekolah tetap berjalan murid murid skrng tu udh berani sama guru karna ya sistemnya online harusnya kesadaran dr murid sih knp sampe tidur yang bikin ga efektif ya mereka bukan pemerintah "
"0"," asli pusing bgtkuliah nyambi ngajarin adik adik juga sekolah onlinemana aku punya adik yang satu udh mulai make gclassroom yg mana aku hrus ajarin step by stepnya huhu tiap hari berasa hectic bgt udh pusing sm tugas sndri ditambah bocil bocil "
"1","kapan indonesia terbebas dari covid ini serius aku udah kasian sama anak anak yg sekolah online dan orang yang terdampak covid kena phk "
"1"," pro sih di kondisi yg masih tinggi angka kasus positif dan kematian serem juga kalo harus sekolah atau kuliah offline kalo online kan seengganya bisa ngurangin resiko penyebarannya"
"0"," gue juga sekolah online adek gue juga sama tapi mamah gue trs maksa gue buat bantuin tugas adek gue pas gue lagi class online sumpah gue kesel gue sma lebih susah dan bnyk tgsnya tapi mmh gue lebih kee apa ya kek takut adek gue nilainya kosongpdhl dia masi smp "
"1"," aku lebih nyaman sekolah online soal nya guru sm tmn toxic tuh lbh susah dihindarin dibanding pacar toxic dan juga gak nguras tenaga ke sklh dan belajar mandiri kyk mau belajar ya belajar klo mau absen trs tdr yauda masa depan mengkhawatirkan"
"0","sekolah online banyak internet belum memumpuni di daerah dan banyak orang tua protes karena ribet sekolah offline cluster baru covid "
"1","selama sekolah online gue jadi ikut belajar juga belajar menyalin dari buku "
"1"," wiih semangat kakk aku hari ini serpi biasa sekolah online trus nnt malem mau ngerangkum sejarah"
"0","di kantor tiap lunch denger mamak mamak curhat pusying ngurusin anaknya sekolah online "
"0"," aku bangett yg sekolah online malah mabar di wa di suruh pulang jawabnya cuma y cuek bgt "
"1"," aku tau adek itu mengemukakan pendapatnya betapa sulitnya sekolah online betapa orang plosok kesusahan sinyal aku setuju tapi jg tidak menyalahkan pemerintah knp dibikin online pasti lah mrka bikin kebijakan sudah dipikirkan matang so aku setuju sama yg bikin story "
"1"," kasiam mendikbud sekolah online dibully sama orangtua warga yang tidak bisa mengakses internet giliran sekolah mulai tatap muka di kecam sana sini kalian maju salah mundur salah semangat mas menteri "
"1"," yaaaa mau gimana lagi ya online tuh semoga aja keadaan membaik biar bisa sekolah biasa lagi semangat sekolahnya aku masih sama kayak kemaren tapi aku seneng bisa ngobrol sama temen temen disini"
"1"," pemerintah pasti sadar bahwa sekolah online itu tidak efektif dan w percaya bahwa pemerintah kita akan bisa menemukan solusi terbaik"
"1"," pro sih anak di didik biar tau tamggung jawab seorang siswa biar gak nyepelein apa yg disampaikan oleh guru gak hanya siswa sdsmp sma ya aku yg mahasiswa smt tua jg ngerasain gak enaknya skl online guru n dosen udah rela in belajar aplikasi sekolah or kampus udah usaha"
"1"," karena suasana lagi kyk gini gw pro ke si otnielaw kita online school juga karena lagi urgent banget dan berada di tengah tengah pandemi gini walaupun gw juga mau banget sekolah offline dan kita jg ga mungkin pearuhkan nyawa dong gw yakin semua pihak udh berusaha sebaik mgkin"
"1"," pembukaan sekolah dengan kesadaran dan protokol kesehatan yg minim cuma solusi gali lubang tutup lubang justru online school ini bentuk pemerintah tetap mengedepankan pendidikan walaupun sedang pandemi "
"1","terkait sistem pendidikan yang diterapkan selama pandemic ini menurutku menteri kita juga sudah mengusahakan untuk meminimalisir penyebaran virus ini contohnya dengan menerapkan sekolah kuliah online cont "
"1"," gua setuju banget sekolah onlineyg jadi masalah tuh orangtua mak gua si ini sebenenyacara gue kan kita lagi sekolah onlin kan ya jangan nyuruh gituujadinya telat ngerjain tugas mulu terus jadi numpuk tugas ny anjingggtuh yg bikin kesel sebenernya"
"0","mau sekolah offline atau online aku tetap bodoh ya gmn lagi "
"1","harapan kami yg kami lakukan ini bsa mnjadi inspirasi bagi masyarakat indonesia yg punya wifi gratis di rumahnya kabarkan pada tetangga jika ada anaknya sekolah daring bisa pake wifi dirumahnya itu ansorpedulipendidikan "
"0","ini negara jepang apa indonesia woe kok lambang negara jepang dipakai apakah kita dijajah jepang lagi wkwkw efek sekolah online gini ni otaknya ga bisa jalan lambang aja diributin salib "
"1","juga untuk para orang tua yg harus berjuang cari uang di tengah tengah pandemie ini untuk suppo anak anaknya biar tetep bisa sekolah kuliah online semoga bapak dan ibu selalu diberi kesehatan dan rezeki yg berlimpah oleh allah swt aamiin ya allah aamiin "
"1"," pro gw siswa dan menurut gw skolah online udah paling bener dan kalo protes mending ke sekolah atau ke gurunya jangan ke pemerintahan krn dr yg gw perhatiin skolah gw tuh gurunya slalu ngasih materi selalu ngasih tugas yg masuk akal cont "
"0","sebelum ini juga ada beberapa vidio viral yg orangtua murid keluh kesah sekolah online tapi kata katanya kasar bgt dah nuduh guru guru apalagi guru sd gk ada kerjaan mama aku sakit hati bgt kita semua gk pengen ko ini terjadi jgn pernah berfikir kalo yg susah itu cuma murid "
"1","utk pendidikan pun juga bisa sebenernya dgn online sewa aj tu warnet jadi tempat sekolah dulu kayaknya kalo diliat tempat warnet lebih ok ga si ketimbang semua orang harus mampu buat beli hape dan kuotanya toh kalo gasalah ada juga kan uu biaya dasar ditanggung pemerintah "
"0","sekolah online kek gini capek nunggu gue bilangnya jam tugas keluar yaa anak anak gue tunggu sampe jam didepan laptop duduk tau tau maaf terlambat ini tugasnya dapat diselesaikan dari jam sampai jam pagi ya mau nangis"
"1"," ketua umum pp gp ansor yaqut cholil qortumas menginstruksikan program wifi gratis untuk siswa sekolah dan dilaksanakan oleh "
"0"," asik pemerintah ga salah soal sekolah online yg salah itu penanganan pemerintah soal pandemi dan segala macem seluk beluk pemerintahan haha kontol lah emang negeri ini "
"1"," untuk satu ini aku setuju sih sm statement yg di bilang sm mas nya aku juga sm kok bosen bgt buat kuliah online tp keamanan kita juga lbh penting yg blg tp kan cafe sama tempat nongki udh buka iya emang kalian ke cafe sm tempat nongki tiap hari kek ke sekolah atau kampus "
"0","allhamdulilahselama sekolah online mendapat penghargaan sebagai orang goblok yang semakin goblok "
"0","ada yang komen sekolah online muridnya buka doang terus matiin kamera matiin mikrofon tidur lah saya sekolah offline juga tidur hehehe"
"1"," sekolah online mahal tenang ansor banser menyediakan wi fi gratis karena ansorpedulipendidikan "
"0","sekolah online ngeluh tp disuru sekolah tatap muka lgsg jg udah males ternyata"
"1"," dikasi sp aja suruh pindah sekolah kl ga suka sama cara ngajar yg via online lagi pandemic gini nyari sekolah emg gampang apalagi kalo pindah sekolah karena ga sopan sama guru sendiri guru adalah orang tua di sekolah inget "
"1"," aku nggak bilang sekolah online sempurna toh juga sekolah tatap muka belum tentu kalian menerima informasi dari guru "
"1","kalo sekolah kampus udah gk online lagi dan gunain sistem protokol kira kira mampu gk mau dari jam berapa sampe jam berapa itu sekolah kampus buka emang udah paling fleksibel online class ya walaupun masih banyak kurangnya"
"0","pas pandemi sekolah online ngejar deadline alias tiap hari tugas mulu anjrot juga ngasihnya tu ga kira "
"1","anda punya wifi dirumah mari bersama kami untuk berbagi wifi pada tetangga terdekat para siswa yg sedang berlajar via daring kecil yg kita lakukan namun percayalah dampaknya besar bagi bangsa ini ansorpedulipendidikan "
"0"," saya sering gitu mas ga bisa lama ninggalin anak anak apalagi kalo sekolah online gini ga tenang karena m "
"1","ayangie cuman mau bilang kalau ada waktu sekolah online ya sekolah online jangan bolos apalagi cuman nitip absen terlepas dari banyaknya permasalahan yg terjadi karena sekolah online kalian harus sadar diluar sana ada yg tidak punya akses dan fasilitas untuk belajar "
"0"," adekku juga ngeluhin kaya gitu katanya pelajarannya ga masuk bla bla padahal selama sekolah offline juga dia males malesan menurutku kalo dirasa emang kurang masuk kan bisa ikut bimbel online atau nonton video belajar di yt kalo ku liat sih emang anak anaknya aja yang males"
"1","sekolah online mahal tenang ansor banser menyediakan wi fi gratis karena ansorpedulipendidikan "
"0"," boneka selimut baju buku sama atk berceceran dikasur selama sekolah apalagi online susah banget buat beres malemnya beres paginya kek kapal pecah"
"1"," semoga panjang umur dan sehat selalu semakin sukses dalam menjalani dunia dan menyiapkan bekal untuk akhirat nanti bismillah done kak terima kasih untuk ganya tsel ka lumayan banget buat paketan sekolah online"
"1","layanan wifi gratis utk siswa sekolah ini free cuma fasilitas internet gratis ini dipasang di rumah rumah kader gp ansor atau sekretariat gp ansor yang strategis ansorpedulipendidikan "
"1","adik ini bego sekaliiisekolah online itu enak koksiapa si yg blng ga enak adik ini dik sekolah tatap muka online itu enak enak aja kokmngkin tweet terbatas gakan bs menjelaskannya "
"1"," gerakan wifi gratis ansorpedulipendidikan"
"1","krn itu gp ansor meluncurkan program wifi gratis utk siswa sekolah di tengah keprihatinan banyak siswa yg kesulitan mengakses pembelajaran jarak jauh selama pandemi covid krn kterbatasan ekonomi ansorpedulipendidikan "
"0","bnyk keluhan dr siswa maupun ortunya krn harus belajar daring salah satunya trkait kuota internet pandemi mmbuat ekonomi trpukul bnyk ortu yg kurg mampu utk membeli kuota inet scara rutin ini ansorpedulipendidikan "
"1","pengurus gp ansor memfasilitasi layanan jaringan internet wifi secara cuma cuma bagi anak sekolah fasilitas internet gratis tersebut dipasang di rumah rumah kader ansor atau sekretariat gp ansor yang strategis ansorpedulipendidikan "
"1"," sekolah online mahal ansor gerakkan wifi gratis nasional "
"1"," wifi gratis ansor mjd salah satu wujud respon kader bakti untuk ansorpedulipendidikan"
"1"," yang kami lakukan sederhana umumkan ke handai taulan tetangga adik yg bersekolah daring mau ngerjain tugas silahkan da "
"1","sederhana yang kami lakukan pengurus gp ansor di tiap tingkatan struktural di semua daerah di indonesia baik di kantor sekeariat atau dirumah pengurus yg ada jaringan wifinya untuk menyediakannya pada para siswa untuk kebutuhan sekolahnya "
"1","sekolah online mahal pc gp ansor kabupaten situbondo intruksikan para kader gerakan wifi gratis untuk siswa sekolah ansorpedulipendidikan "
"1","sementara gusus tugas covid pp gp ansor tetap menjalankan tugasnya untuk pendistribusian bantuan sosial sektor pendidikan juga kami sasar dengan program wifi gratis ansorpedulipendidikan "
"1","gua bingung masih banyak yg protes soal sekolan kuliah online dalam kondisi cukup dan mampu toh lu harusnya bersyukur masih bisa mengenyam pendidikan dah coba ni pandemi awal gua sd kaga sekolah pasti video call jg tau udh ada apa belom "
"0","ini sekolah online kayanya yang nambah bukan ilmu gua dah tapi silindernya anjr"
"1","hay sobat twips jika ada tetangga adik ponakan dan sanak famili yang kesulitan untuk mengikuti pelajaran online yuk merapat sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1"," sch sebenernya aku seneng sekolah online krn gaketemu sama temen toxic hehe admin baca rules ya sayang ada di link bio "
"0","omg ngeri efek belajar online gedung sekolah ini dihuni puluhan ribu jangkrik forumkaskus"
"1","serepot repotnya sekolah onlineaku gak bakal join sekolah offline kl beneran dibuka sekarangapa yg lebih penting dari kesehatan anak apa "
"1","untuk mereka yang tak mampu membeli paket data untuk belajar ditengah pandemi sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1"," sekali lagi terimaksih untuk sahabat gp ansor dimanapun berada yg telah berbagi wifi untuk para siswa di dekat daer "
"1","sekolah online tentu membutuhkan biaya paket data internet yang mungkin bagi sebagian siswa makanya ansorpedulipendidikan dengan mengadakan program wifi gratis saluut "
"0"," tadinya kupikir sekolah online enak banget eh makin lama dan kupikir pikir lagi enakan sekolah biasa mtvhosttest bts "
"1","pihak sekolah harus ekstra kerja keras dengan tetap menyediakan fasilitas pembelajaran jarak jauh atau online sehingga dua metode pembelajaran masih dilakukan yaitu baik daring maupun tatap muka ujar wahid khofifah indar parawansa "
"1","wahid menegaskan karena belajar tatap muka hanya dilakukan untuk kapasitas yang sangat minimal maka sekolah tetap harus ekstra kerja keras dengan tetap menyediakan fasilitas pembelajaran jarak jauh atau online gubernur jawa timur "
"1","terus alesan lagi katanya gak ada ongkos lah trus gmn yang mau pinter bukan gua yg mau sekolah juga bukan gua kalo anak dan org tua indonesia ngedumelin belajar online mulu mending gak usah sekolah aja dah lu pada org pihak sekolah emang gak pusing belajar online mulu "
"0","sumpah yaa gua gedeg banget astaga wkwkwkwk belajar online nih yaa pada ngedumel alasan latar belakang ekonomi seolah menjadi alesan yang gak bisa diganggu gugat terus nih yaa ada pilihan ke sekolah buat ngumpulin tugas dan ada pembelajaran sebentar dan itu cuma organ lah"
"1","salah satu unsur masyarakat yang terkena dampak pandemi adl para siswa yang terpaksa harus belajar online dari rumah gp ansor tergerak untuk menyelenggarakan program wifi gratis untuk siswa sekolah di beberapa lokasi di jakaa ansorpedulipendidikan "
"1"," setuju sumpah semenjak sekolah online tuh mental gua jadi lebih stabil malah dibilang gemukan ya mungkin karena ba "
"1"," kalo gitu saling tegur aja pake damai aja dicari pake kepala dingin but aku liat banyak yg pake emosi daripada pikiran jernih kalo masalah jadwal tatap muka tugas tengah malem ya itu harusnya sekolah online sesuai jadwal sekolah offline lah tapi ya kadang oknumnya"
"1","mane tuh yg teriak nkri harga mati tapi masih pada bingung sekolah online ga ada hp nya atau paket onlinenya dibuka sekolahnya malah jdi klaster penularan klo udah ketular keluar biaya lgi buat agustus nanti mending sama merenung sebelum malah jadi harga serba mati di nkri"
"0","sekolah online berkedok meningkatkan pendidikan di indonesia aslinya mah biar ind h me laku keras ngaku gak lo ndih me sama mentri pendidikan"
"1"," aku sih gapapa sekolah online asalkan gurunya ngasih pembahasan setelah ngasih tugas kebanyakan guruku setelah ngasih tugas ya gitu aja dan krn itu aku ngga ada perkembangan krn aku gatau salahnya aku dimana udah ngasih masukan ke sekolah tpi ga digubris hnngh "
"0"," sekolah online berkedok meningkatkan pendidikan di indonesia aslinya mah biar ind h me laku keras ngaku gak lo ndih me s "
"0","ngapeee siii ngapee masalah bgt sekolah online capek natap leptop hp ehh lu gak sekolah online aja bisa natap laptop ama hp lebih dri jam hari yaa capek mikir seriortusly terus otak lu buat apa dedek maniez ini bukan keisengan aja loh karna pandemic "
"0","ini sekolah gue emg yg gabener jalanin sistem sekolah online atau emg gue nya aja yg terlalu banyak ngeluh soal tugas sama sistem bljr online skrg bawaanya kesel terus kayak guru gue bnr bnr ga mikirin kalo anak muridnya punya tugas di pelajaran lain ga pelajaran dia doang"
"0"," haha bener tapi kalau sekolah online sulit paham jadi serba salah"
"1","inisiasi gerakan wifi gratis utk siswa sekolah ini brgerak atas keprihatinan gp ansor pd pendidikan di kala pandemi dmn siswa terpaksa utk belajar via daring online banyak kendala disana tapi pendidikan harus tetap berjalan ansorpedulipendidikan "
"1","gp ansor selalu ada dalam tiap episode negeri tercinta ini suka maupun dukanya terlebih saat pandemi menimpa bumi pertiwi ini kali ini sudah banyk yang kami lakukan untuk bangsa ini kala pandemi n akan terus gp ansor lakukan ansorpedulipendidikan "
"1","iya emang pasti capek bgt harus melakukan pekerjaan rumah dan membimbing anak belajar online tapi masuk ke sekolah seperti biasa bukan pilihan yg bijak moms please "
"1"," setuju sumpah semenjak sekolah online tuh mental gua jadi lebih stabil malah dibilang gemukan ya mungkin karena bahagia gak ketemu orang orang toxic kayak gitu "
"1"," untuk menjembatani agar para siswa bisa tetap belajar di saat pandemi covid ini pimpinan pusat gp ansor meluncurkan program wifi gratis untuk siswa sekolah gus yaqut ansorpedulipendidikan "
"1","pimpinan pusat gerakan pemuda gp ansor meluncurkan program wifi gratis untuk siswa sekolah gerakan wifi gratis ini akan dilakukan secara nasional saat ini telah dimulai di titik di seluruh indonesia dan akan terus beambah ansorpedulipendidikan "
"1"," sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1"," nah sebenernya misal dana yg anak ibu dapet diberikan jadi rb ke yg kurang mampu sm dy bs buat searching waktu ngerjain tugas atau belajar online yg lain atau mlh jika sekolah pinter ngelolanya bs untuk beli gadget n dipinjamkn ke yg ga punya"
"1","ikhtiar sederhana menjaga asa generasi generasi nkri ayo yang punya wifi di rumah silahkan sedekahkan wifi kalian untuk adik kita agar tetap bisa belajar ansorpedulipendidikan "
"1"," sistem belajar online di gunakan siswa dan guru untuk mempelajari hal hal baru untuk mencapai cita cita "
"0"," kalo ga dibacotin ga respon ran asli dah pas lewat telpon gaada bantuan sama sekali adek gue lagi sekolah online gabisa jadinya"
"1","terimaksih untuk sahabat gp ansor dimanapun berada yg telah berbagi wifi untuk para siswa di dekat daerahnya untuk belajar via daring kalian luar biasa ansorpedulipendidikan "
"0","keponakan gue yg sekolah online bukan nya malah makin pandai malah riweuh ga ngerti sm materinya mana soal dikasih numpuk emaknya ma gue juga ikutan repot bantu ngajarin ini corona kalo manusia udah gue tampol palanya semua gara gara lu ya "
"1","mantap nih gw belum dengar apa yg sudah dilakukan utk membantu anak utk sekolah online apa kagak bisa memberikan harga khusus utk anak sekolah online "
"1"," sekali lagi terimaksih untuk sahabat gp ansor dimanapun berada yg telah berbagi wifi untuk para siswa di dekat daerahnya untuk belajar via daring salam hormat setinggi tingginya kalian luar biasa sahabat mantab bravo ansorpedulipendidikan "
"1","pandemi ini memaksa kita sementara untuk banyak beraktivitas dari rumah juga sistem pendidikan kita saat ini pun sudah belajar online semoga program wifi gratis untuk siswa sekolah dari gp ansor ini bisa membantu semua siswa ansorpedulipendidikan "
"1"," wifi gratis ansor mjd salah satu wujud respon kader bakti untuk ansorpedulipendidikan"
"1","mantab nie program ansorpedulipendidikan "
"1","apalagi sekolah daring online bisa aja belajar sambil nginek ngobat dll tapi disitu ada yg beneran niat belajar namun keterbatasan hal yg menunjang u sekolah online "
"1","hikmah baik yang aku ambil dari adanya sekolah online ini tuhan denger kalo aku masih trauma dalam peemanan dengan orang secara langsung aku susah dapet temen di sekolah baru krn pernah dapet bully di sekolah lama dan karna tuhan tau takdir untuk sekolah di rumah ada "
"0","tugas sekolah online emng gada ahlaq jam segini aing blom selese nugas "
"0"," skrg online soalnya ak bener ga bisa sekolah offline masa jam ak dah molor mata ak ga kuat bgt amjk"
"1"," kami berharap bahwa yang kami lakukan untuk menjadi inspirasi bagi masyarakat indonesia ayo semua yang punya wifi gratis dirumahnya kabarkan pada tetangga jika ada anaknya yang sekolah daring bisa pake wifi dirumahnya ansorpedulipendidikan "
"0","demi allah gua pusing sekolah online dah tugasnya gajelas semua"
"0"," gaada pinter pinternya ni sekolah online kek gini jiwa nyontek semakin menggebu gebu dibanding serius belajar"
"1","anak didik sekolah di minta belajar secara online di pedalaman kalimantan barat khususnya di kabupaten ketapang sangat sulit sinyal internet tower juga belum ada mohon kementrian pendidikan dan kominfo agar memikirkan bagi daerah yang tidak mempunyai jaringan"
"1"," kecintaan nu thdp negeri ini memang tdk diragukan lagi alhamdulillah saat ini gp ansor bantu memfasilitasi belajar online "
"0","itu org org ko bisa sih ngerti mtk selama sekolah online ko gue ga ngerti "
"1","gerakan wifi gratis dipelopori oleh gp ansor untuk siswa sekolah indonesia dicanangkan untuk membantu pendidikan di indonesia ansorpedulipendidikan "
"1","ketua umum pp gp ansor yaqut cholil qortumas menginstruksikan program wifi gratis untuk siswa sekolah dan dilaksanakan oleh kader kader ansor banser di banyak daerah di seluruh indonesia termasuk di dki jakaa ansorpedulipendidikan "
"1","faktanya sekolah online banyak membebankan ortu siswa untuk membeli kuota internet oleh sebab itu ansor berinisiatif untuk membuat gerakan wifi gratis nasional ansorpedulipendidikan "
"1"," mereka ga mau tau dan ga mau denger yang penting bisa ke sekolah dan kumpul lagi sama temen temennya padahal dulupun sebelum kelas online mereka juga banyak yang ga merhatiin gurunya ngajar sekarang seakan akan guru dijadiin kambing hitam biar mereka bebas di rumah "
"0"," bener a sekolah online otakku jadi offline "
"1"," wah keren nih ansorpedulipendidikan program wifi gratis u siswa sekolah u menjembatani agar siswa bisa belajar di tengah "
"1"," saat semua dikerjakan online dari rumah gp ansor membantu memfasilitasi layanan jaringan internet wifi secara cuma cuma bag "
"1","mantap terus berbakti untuk negeri sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1"," pusat gerakan pemuda gp ansor meluncurkan program wifi gratis untuk siswa sekolah guna membantu siswa yang kesulitan m "
"0","mending sekolah offline dari pada online mumet "
"1"," ansorpedulipendidikan program wifi gratis untuk siswa sekolah juga dilaksanakan pc gp ansor jakaa selatan jakaa pusat dan jakaa utara sea sejumlah pac dan ranting gp ansor se dki jakaa wihhh gp ansor mantabp "
"1","dalam program wifi gratis untuk anak sekolah gp ansor memberikan fasilitas internet gratis yg dipasang di rumah rumah kader ansor atau sekretariat gp ansor yang strategis ansorpedulipendidikan "
"1","pusat gerakan pemuda gp ansor meluncurkan program wifi gratis untuk siswa sekolah guna membantu siswa yang kesulitan mengikuti pembelajaran jarak jauh maka dari itu anak sekolah harus menggunakan dgn sebaik mungkin ansorpedulipendidikan"
"1","saat semua dikerjakan online dari rumah gp ansor membantu memfasilitasi layanan jaringan internet wifi secara cuma cuma bagi anak sekolah ansorpedulipendidikan "
"1"," karena adanya kelas online atau biasa disebut study from home gp ansor meluncurkan program wifi gratis untuk para siswa "
"0"," sekolah online otak offline sekolah online pemasukkan offline "
"0","selama sekolah online dikasi tugas selalu tiru punya temennn yaiyalah anjrott mana ngerti gwe bgst"
"1","wifi gratis nih untuk siswa sekolah semoga bermanfaat untuk belajar online adik semua ansorpedulipendidikan "
"1","karena adanya kelas online atau biasa disebut study from home gp ansor meluncurkan program wifi gratis untuk para siswa sekolah yang akan dilakukan secara nasional karena ansorpedulipendidikan bravo ansor banser "
"1","wah keren nih ansorpedulipendidikan program wifi gratis u siswa sekolah u menjembatani agar siswa bisa belajar di tengah wabah covid krn banyak yg kesulitan mengikuti pembelajaran jarak jauh akibat keterbatasan biaya u membeli kuota internet "
"1","adek gw sekolah online sehari jajannya k panteslah seneng betul ini anak sekolah online terus"
"1","pimpinan pusat gp ansor meluncurkan program wifi gratis utk siswa sekolah guna membantu siswa yang kesulitan mengikuti pembelajaran jarak jauh pjj karena keterbatasan biaya utk membeli kuota internet di saat pandemi covid ansorpedulipendidikan "
"1","alhamdulillah sekarang merasa tenang walaupun sekolah online mahal karna ansor memberikan gerakkan wifi gratis nasional ansorpedulipendidikan "
"1","pimpinan pusat gp ansor menginstruksikan kepada seluruh kader ansor dan banser di seluruh indonesia untuk segera menggelar program wifi gratis di wilayahnya masing masing ansorpedulipendidikan "
"1","banyaknya siswa yg kesulitan mengikuti pembelajaran jarak jauh pjj krn keterbatasan biaya utk membeli kuota internet pimpinan pusat gerakan pemuda gp ansor pun meluncurkan program wifi gratis untuk siswa sekolah ansorpedulipendidikan "
"0","sekolah online cuma ngejar nilai bukan ngejar ilmu "
"1","saya pribadi sangat mengapresiasi program gp ansor ini karena sangat membantu melancarkan sekolah online yang menuntut kebutuhan akses internet ansorpedulipendidikan "
"1","terimakasih gp ansor telah memberikan wifi gratis ini semoga anak anak bisa semangat lagi bersekolah ansorpedulipendidikan "
"1","kecintaan nu thdp negeri ini memang tdk diragukan lagi alhamdulillah saat ini gp ansor bantu memfasilitasi belajar online siswa sekolah dgn menyediakan wifi gratis diseluruh negeri propinsi ansorpedulipendidikan "
"1","kami bergerak atas keprihatinan pada pendidikan kala pandemi dimana para siswa terpaksa untuk belajar via daring via online banyak kendala disana tapi pendidikan harus tetap berjalan program wifi gratis gp ansor untuk siswa sekolah ansorpedulipendidikan ansorbelanegeri "
"0"," capeee gue makin lama makin ga niat sekolah online anjim ksl bgtt gada duit muka gua makin banyak bintik bintik merah"
"1","belajar online adalah yang terbaik untuk tetap belajar namun tak harus tatap muka dan berkumpul di sekolah maka dari itu gp ansori memberi program wifi gratis ansorpedulipendidikan "
"1","wifi gratis untuk siswa sekolah sangat dinantikan oleh para orang tua yang saat ini anakanya sedang belajar online apalagi gp ansor gowa sudah memeri akses untuk wifi gratis yuk dukung pendidikan para siswa bersama ansorpedulipendidikan "
"1","sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1","dibeberapa daerah indonesia telah menerima fasilitas wifi gratis ansor untuk sekolah online ansorpedulipendidikan "
"1","alasan tdk bisa mengikuti pembelajaran jarak jauh pjj krn keterbatasan biaya utkk beli kuota internet di saat pandemi covid ini teratasi dgn program wifi gratis untuk siswa sekolah dari pimpinan pusat gerakan pemuda gp ansor ansorpedulipendidikan "
"0"," gimana caranya tu dulu waktu sekolah aja pramuka aku bolos mulu ini online dong anjrott"
"1","program ini dapat digunakan siswa dalam melakukan pembelajaran secara daring sea dapat mengurangi beban yang dialami orang tua mereka mantap ansorpedulipendidikan "
"1","sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"0","dari twt kita bisa lihat banyak bgt org insecure gara gara sekolah online"
"1","saya berharap gp ansor dapat menambah titik fasilitas wifi gratis yang dapat diakses oleh masyarakat terutama siswa ansorpedulipendidikan "
"0","sekolah online atau sekolah offline sama aja sama sama jomblo xixixi"
"1","program ini cukup mendukung dalam mengimplementasikan kegiatan belajar mengajar secara online ansorpedulipendidikan "
"1","program penyediaan wifi gratis ini meringankan siswa saat menjalani sistem pembelajaran jarak jauh ansorpedulipendidikan "
"1","pandemi covid berimplikasi terhadap dunia pendidikan ansor berikhtiar menjaga keberlangsungan pendidikan di indonesia ansorpedulipendidikan "
"0"," astaghfirullah pengen nangis bacanya guru ngurusin sekolah daring gini juga capek kali yg biasanya ketemu cuma jam sekolah aja sekarang jadi sehari penuh buat ngurus materi online sama jawab peanyaan dari murid yang ga faham"
"0","capek banget ga ngerti lagi dah sekolah online bikin gue teekan"
"1","belajar itu penting maka dari itu ansor melangkah lebih depan untuk mengatasi masalah ini agar siswa bisa tetap belajar ansorpedulipendidikan "
"1","ansor ikut berpaisipasi untuk kemudahan bagi para siswa dengan memberikan wifi gratis di masa pandemi ini ansorpedulipendidikan "
"1","sekolah online mahal ansorpedulipendidikan "
"1","bantuan yang diberikan sangat bermanfaat sekali untuk mencerdaskan anak bangsa ansorpedulipendidikan "
"1","sekolah online mahal gp ansor gerakkan wifi gratis pada titik di indonesia ansorpedulipendidikan "
"1","sekolah online mahal ansor gerakkan wifi gratis nasional ansorpedulipendidikan "
"1","dengan ada nya gerakan wifi gratis dari gp ansor sangat sangat bermanfaat bagi anak anak dari pedesaan yang mengeluhkan susah sinyal dikampung nya ansorpedulipendidikan "
"1","dengan adanya gerakan dari ansor para siswa jadi lebih baik karena adanya wi fi gratis yang diberikan untuk mereka ansorpedulipendidikan "
"1","kami mengakui sekolah online ini banyak menimbulkan masalah namun hal itu tidak lantas membuat kita menyerah karena itu dilakukan demi keselamatan jiwa kita semua dengan adanya program dari gp ansor membuat kami lebih mudah belajar ansorpedulipendidikan"
"1"," kamu kan lagi sekolah online juga semangat ya"
"0","seharian kerjaku menangis saja krn otak dan badan udah menolak buat sekolah online "
"1","program gp ansor sangat membantu melancarkan sekolah online yang menuntut kebutuhan akses internet ansorpedulipendidikan "
