"sentimen","tweet"
"0","1 Resesi 2 Korupsi 3 Bunuh 6 Warga Negara 4 Oligarki 5 Pilkada Dinasti 6 Pandemi Semua dilakukan hanya sekedar mempertahanankan itu"
"1","Penyelenggaraan Pilkada Langsung yg cukup sukses di tengah situasi Wabah Pandemi di Indonesia walaupun kontroversi"
"0","Pilkada serentak di 270 daerah pada 9 Desember ini menghadapi tantangan sendiri karena digelar di era pandemi "
"0","Pilkada 2020 ditengah pandemi tetap berlangsung Pilkada 2022 Tunda saja ke 2024 Agar Anies diganti PLT Pecundang"
"0","Goesti ada pilkada serentak tetap di jalankan padahal lagi pandemi tapi uas tugas presentasi tetep jalannnnnnnn"
"0","Ada Pilkada serentak tetap di jalan kan padahl lagi pandemi tapi sekolah rumah ibadah ttp ditutup"
"0","Yang boomer maksa pilkada yang z millenial live music di kafe Kompak emang satu negara abai pandemi"
"0","Bang request donk theme nya buat minggu depan judulnya KERUMUNAN IBHRS VS PILKADA Dengan Narasu"
"1","Indonesia menjadi bangsa di segani dunia Indonesia bisa melaksanakan proses demokrasi lokal di tengah pandemi Covid 19"
"1","Bawaslu RI Sosialiasi Masif Pilkada Serentak 2020 Aman di Tengah Pandemi"
"1","Pilkada di tengah pandemi Covid 19 pakar tetap khawatirkan soal klaster baru Mahfud klaim tidak terjadi apa apa "
"0","Gara2 pandemi orang2 jadi lupa kalau pilkada itu nyoblos bukan bikin coretan Hmmm"
"0","Selain produk legislasi permasalahan lain seperti praktik korupsi HAM dan penyelenggaraan pilkada di tengah pandemi"
"0","Luarbiasa ya utk pengalihan isu vaksin pilkada kegagalan ngurus pandemi Covid 19 utang segunung"
"0","Selain alasan pandemi COVID 19 KPU Solo juga mengeluhkan koordinasi dengan rumah sakit yang kurang lancar soal angka partisipasi"
"0","Jujur risih sama keputusan pilkada kemarin yg diforsir pas pandemi lagi Tapi bagai sinar parah di tengah kegelapan"
"0","Dosa pemerintah Korupsi bansos lobster pilkada di tengah pandemi Dosa FPI Imam besar langgar prokes penyerang"
"0","Di tengah bayang bayang terciptanya klaster baru pandemi pilkada serentak 2020 menunjukkan satu hal dinasti politik masih ada"
"1","Tahun ini menjadi tahun pertama pilkada di tengah pandemi Corona semoga acaranya berjalan lancar"
"1","Pilkada 2020 telah terlaksana dgn sukses apresiasi yg sebesar besarnya kepada TNI POLRI sehingga pilkada aman "
"1","Pilkada sukses warga sehat"
"0","Pilkada 2020 Pandemi Golput dan Munculnya Dinasti Politik Baru"
"1","itu yg blg golput krna muak apa udah nanya satu satu Positif thinking ini pilkada di masa pandemi"
"0","Menurut saya sangat tidak bijak menjalan pilkada dengan sistem yang masih manual dan pada masa pandemi seperti ini"
"0","Hari ini golput karena 1 Pandemi 2 Gak mau nambahin suara Pak Mahyeldi"
"0","saya golput dan saya masih makan dari hasil orang tua saya karna pandemi saya gak dapet kerja BAJINGAN wkwkwkwkw"
"0","Kemungkinan dampak buruk pilkada serentak di tengah pandemi menurunnya kepercayaan masyarakat terhadap pemerintah "
"1","Meski adanya pandemi Covid 19 hal ini tidak dapat dijadikan oleh kami menciptakan milenial sebagai alasan golput"
"0","alasan golput harus jado lebih gede pandemi tapi pesta pilkada jalan terosh"
"1","Sukses Pilkada serentak Indonesia Rabu 9 Desember 2020"
"1","Selamat dan Sukses Pilkada Serentak Rabu 9 Desember 2020 Coblos pemimpin yang bersama melayani rakyat"
"1","Pilkada berlangsung sukses Pilkada yang dikhawatirkan jadi klaster baru Covid tidak terbukti bravoo"
"0","Untuk pertama kalinya golput di pilkada tahun ini bukan ngak mau milih tapi lebih milih diem di rumah takut kena corona"
"0","GOLPUT yg tinggi di masa pandemi Bentuk protes masyarakat Apakah KPU tidak menilai itu Ini masih pandemi larangan"
"0","Tiba kepikiran kalo golput kan katanya haram Tapi kalo golput pas pandemi hukumnya gimana ya"
"0","Hak pilih saat pandemi Atau Hak untuk tetep sehat dan tetap hidup Golput adalah jalan ninjaku"
"1","Kenapa harus golput pas pandemi doang ehhh"
"0","Gaada ya golput seprovinsi krn lg pandemi"
"0","Golput adalah pilihan disaat pemilu tetap diadakan saat pandemi tapi sekolah ditiadakan"
"1","Seharusnya yah pandemi begini harus bisa berinovasi bikin coblos online per nik ktp beres kann golput si"
"0","Gue golput tahun ini krn pandemi takut"
"1","Dukung pilkada 2020 dan gunakan hak pilih untuk memilih pemimpin yang bisa memberikan gebrakan dalam mengatasi covid19"
"1","Dukung Pilkada Damai 2020 Ayo Stop Sebarkan Berita Hoax atau akan berhadapan dengan hukum"
"1","Ayo dukung pilkada sehat Pilih calon yang benar dan junjung tinggi kejujuran"
"1","Beda pilihan bole mar tu kerukunan jang sampe mo rusak ne Manjo torang samua dukung PILKADA 2020 Aman Tentram deng Damai"
"1","Nggak Khawatir Datang ke TPS Saat Pandemi Ayu Ting Ting Tak Mau Golput"
"1","Pemilu di era pandemi mengakibatkan banyak pro dan kontra mengikuti pemilu merupakan bentuk partisipa"
"0","Pilkada 2020 yang digelar di tengah pandemi Covid 19 ramai di bicarakan orang dan banyak yang tidak setuju"
"0","Golput ya Pandemi ya"
"0","Pandemi mending ora nyoblos bukan GOLPUT"
"1","Harusnya sih jumlah golput berkurang yah di tiap daerah soalnya kan semenjak pandemi banyak yg balik dri perantauan"
"0","pilkada dimasa pandemi seperti ini banyak warga yang khawatir amp takut risiko penularan Covid 19"
"0","golput Ya krn 95 cm untuk kepentingan elit doang HAHAHA ditengah pandemi pula tamak amat sm kekuasaan"
"0","Terjadinya Covid19 ini membuat situasi pilkada tidak sama seperti biasanya Hal ini mempesulit keadaan"
"0","pemilu2020 ini memang bukan hal yang mudah terutama karena pandemi COVID19 amp cuaca hujan rintik rinti"
"0","Pilkada Serentak 2020 saat Pandemi Diwarnai Keriuhan Golput dari Netizen pakaimasker"
"1","Dino iki gak sido Golput cuman amergo penasaran selebay apa pemilu masa pandemi ternyata ya gak seheboh yg dikabarkan"
"1","Mau pandemi atau tidak itu alasan alasan untuk golput karena golput mengartikan bahwa kita tak peduli"
"0","Iya bertahan dirumah untuk saat pandemi adalah Pilihan terbaik lun Hahahahahhaha setuju kalo nggak ya"
"0","iya kaa ak juga klo ga pandemi golput kayanya gangerti soalnya"
"1","Mari Dukung Pilkada Serentak 2020 Aman dan Damai Dengan Tidak Menebar Berita Hoax dan Isu Sara"
"1","Gunakan hak suaranya untuk memilih dengan hati Mari kita dukung Pilkada 2020 dengan Jujur untuk Pilkada Bermartabat"
"1","Generasi Milenial Smart People Anti Hoax Siap Dukung Pelaksanaan Pilkada 2020 Kabupaten Malang Yang Aman Dan Damai"
"0","Temen saya yang juga siswa terjebak pandemi di Solo golput Hal itu karena ongkos pulang dan amplop sera"
"0","Bgusss Golput adalah jalan untk mengecam tetap diadakannya pilkada di masa pandemi"
"0","Golput golput karena ga setuju sama pilkada di saat pandemi tapinya jalan jalan Kintil"
"1","golput bukan pilihan tepat pilkada harus dilakukan dan kita wajib memilih meskipun di tengah pandemi"
"1","Pada saat pandemi tidak ada alasan menciptakan milenial untuk golput oleh karena itu kita sebagai generas"
"0","Sebenarnya golput ga pengen tapi sekarang golput karena bentuk perubahan pilkada di tengah pandemi"
"1","Sebenernya menyayangkan kenapa harus ada Pilkada saat pandemi masih kenceng nya Tapi ya gimana ga boleh golput "
"0","Maaf gua golput laki laki jauh ke SBY buat coblos mana ga paham juga sama calon nya mana lg pandemi wkwkw"
"1","Dengan pilkada saat pandemi cakada berlomba lomba bagikan masker dan hand sanitizer"
"1","Pilkada saat pandemi ini bikin para calon bisa sosialisasi gaya hidup sehat"
"1","Pilkada dalam pandemi boleh buktinya kasus corona menurun"
"1","Cakada yang belum menaati tata cara antisipasi virus corona mesti ditindak sesuai ketentuan yang berlaku"
"1","Ketaatan prokes selama pilkada ini sudah lebih baik ketimbang tahapan sebelumnya"
"0","ngapain si pilkada masa pandemi begini tunggu aja tuh klastes coblosan kan bisa dibkin coblosan online Golput"
"0","Aliansi aktivis lagi gaungin kampanye golput sangking kecewanya sama pemerintah yang memerintah oligarki Maaf kawan"
"0","Kayaknya golput pilkada tahun ini meningkat tajam Bisa karena gt masih pandemi gt paslon yg ga menarik gt petahanan"
"0","Golput Gank No Vote You Have Im Choose Sleeping Realistis sekaligus Hopeless Masih Pandemi tetap di"
"1","Pencoblosan Pilkada serentak 2020 di tengah Pandemi COVID 19 jangan Golput 09 Desember 2020 mari sama sama"
"0","oh ya semua terserang pandemi kecuali pemilu terserah kamu mau ikut atau tidak di dalamnya bajingan"
"1","Jangan golput di pilkada gara gara khawatir terpapar corona"
"1","Prokes tetep jalan Jangan lupa lebih baik bawa bolpen sendiri dari rumah Corona bukan alasan untuk golput"
"1","Dari pada golput takut corona mending di berangkat taati prokes"
"0","Hari ini saya golput dan merasa sangat bangga karena sudah mencegah penularan virus corona"
"1","Aku yg biasa cuma nyoblos doang trs pulang tbtb dikasi mandat jadi ketua kpps pilkada karena sering di kelurahan "
"1","Ini sebagai wujud keseriusan pemerintah dalam hal pencegahan penularan Covid 19 paslon abai prokes dipidana"
"1","kpu purbalingga perkuat protokol kesehatan dalam sosialisasi pilkada"
"1","Ayok jangan lupa datang ke TPS pagi ini Pilihan kalian hari ini menentukan siapa preman dan mafia "
"0","Bayangkan 1 172 Petugas KPPS Positif Corona BERBAUR ditengah2 msyrkt bahkan ada TPS tdk sediakan bilik khusus amp cuci"
"0","Pen gua coblos pala kpu nya saat pandemi bisa2nya ada pilkada"
"1","Kita beloman pake e vote meski selama pandemi banyak gawe yang jadi a la elektronik karena rentan kecurangan"
"0","Pandemi kea gini himbauannya dirumah tapi kenapa di suruh coblos"
"1","SAH Nekat coblos saat pandemi"
"0","Aku ga ikut coblos Sebagai bentuk menolak pilkada dimasa pandemi "
"1","Cara nyoblos disaat Pandemi 1 Datang ke TPS dg ttp menerapkan protokol kesehatan 2 Bawa alat tulis sendiri 3 "
"1","Dilakukan sbgai warga yg baik ttp memilh dgn coblos semua paslonnya walaupun sebagus gimn penanganya di tgh pandemi utk"
"0","Demo uupks ga didenger Demo omnibuslaw ga didenger ditengah pandemi gini orang masih suruh coblos Your voice "
"0","Sumpah nih aku gak ngerti besok itu kayak gimana alur pilkadanya di tengah pandemi gini Maaf aku kudet banget soal"
"0","Sejak umur cukup selalu berusaha untuk ikut pemilu Entah coblos salah satu atau coblos semua Tapi kali ini golput"
"0","kelin Kebijakan Presiden tentang PILKADA di saat Pandemi perlu diwaspadai bahkan adanya TEMPO yg"
"1","Tebakan saya sih tidak ada cluster Pilkada"
"0","2 minggu lg hasil dari cluster pilkada dan open house"
"0","Cluster pilkada pun tak diaku biarlah itu tak penting Kebenaran akan mencari jalannya sendiri"
"1","Jika Pilkada sukses sehat demokratis dan aman Covid 19 tentu saja bangsa kita akan menekanpenyebaran Covid 19 dan ekonomi segerah pulih"
"1","Sukses untuk Pilkada serentak hari ini Siapapun yang terpilih mereka adalah Putra terbaik yang dipercayakan untuk memimpin selama 5 tahun "
"1","ayo wujudkan Pilkada Sehat Taati 3M agar Indonesia tak hanya sukses soal Pilkada tetapi sukses menanggulangi penyebaran Covid 19"
"0","Nunggu update cluster Pilkada selanjutnya"
"0","lbh lanjut menjelaskan dg bakalan berlangsungnya Pilkada serentak jngn sampek timbul cluster baru Covid"
"0","Selamat datang cluster baru Covid 19 jalur pilkada"
"0","Liat berita di tv tentang kerumunan karena pilkada kemaren kok ngeri ya takut ada cluster baru"
"1","Yg penting jangan ada cluster baru PILKADA parai pemenangnys dah itu saja "
"0","sya bharap Pilkada serentak 9 Desember mendatang bs berjalan lancar serta menimbulkan cluster baru"
"1","Harus ucapin apa ya Dan siapa yg harus membayar polisi di cluster pilkada ini Ga mgkin mendagri kan"
"1","Semangat pit stay safe yaa pit takut ada cluster pilkada"
"0","Selesai cluster petamburan bandara n tebet 2 minggu lagi cluster pilkada muncul Kemudian cluster tahun baru"
"0","Siap2 2 minggu ke depan ada cluster pilkada"
"0","kalau ada cluster kopit baru lg gara gara pilkada gue udah ngga kaget sih"
"0","Wah ini kayanya bakal ada cluster baru pasca pilkada Ngeri"
"0","Hanya kerumunan Pilkada yang tidak mungkin jadi cluster begitu kan"
"1","Perjuangan Doakan perang pilkada tidak membawa petaka bagi para pemilihnya "
"0","Bakalan ada cluster Pilkada Euforia kemenangan bakal lebih rawan sih Ada yang gak ke TPS karena takut Covid 19"
"0","utg ku golput tadi gara kesiangan segera hadir cluster pilkada"
"1","Pemerintah dan KPU Perlu Tinjau Kembali Pilkada Jadi atau Tunda"
"1","Alhamdulillah di TPS saya mematuhi protokol kesehatan dan seharusnya kaum Milenial harus ikut serta pilkada"
"1","Walaupun memang kepemimpinan masih buram di mataku Bagiku lebih baik jangan golput di pilkada"
"1","Salah satu artis yang tidak akan melewatkan hari Pilkada 2020 adalah Ayu Ting Ting"
"1","meskipun saat ini pandemi tidak ada alasan pada generasi milenial untuk golput "
"1","Selamat memilih calon kepala daerah kalian jangan mau golput meskipun lagi pandemi"
"1","Suksesnya pilkada itu harus ada dukungan dari semua pihak Jadi untuk cegah klaster baru semua pihak harus mengikuti protokol"
"1","Dangdut Anti Golput Meski Corona Ayu Ting Ting Nyoblos di Pilkada 2020"
"1","Corona gapapa yang penting ga golput yesshh"
"1","klo nanti beneran pilkada nyoblos takut corona golput takut disalahgunakan suarany ayo nyoblos"
"1","suara kalian dan saya cuman dibutuhin 5 tahun sekali di pilkada itupun dalam keadaan sakit pasti diusahakan dengan baik "
"0","Pilkada nyoblos sendiri Vaksin dicoblosin Tangan yang nyoblosin ini kalau sudah dpt 20 30 coblosan sudah goyang"
"0","Ditinggal Suami Nyoblos Pilkada Istri Gorok Tiga Anaknya"
"1","Mau nyoblos dulu ahh Wakakk Mumpung pilkada serentak"
"1","Yang habis pilkada kan nyoblos tuh Nah kertasnya di semprot hand sanitizer engga sih Apa pas nyoblos orangnya pada"
"1","Sumoah hal gituan ga lucu woy pilkada tuh kan hal serius kl gamau nyoblos yauda gausa"
"1","Heran sama orang yg dateng ke tps bukan buat nyoblos tapi malah nulis ttg pilkada ditengah korona yang bikin suaran"
"1","Tingkat Kesadaran Masyarakat Nyoblos Tinggi KPU Atur Jam Kedatangan Pilkada Berjalan Lancar dn tertib alhamdulillah"
"1","Dengan protokol kesehatan yang ketat semoga tidak terjadi lonjakan Covid 19 Apresiasi kepada penyelenggara pilkada"
"1","Yuk besok datang ke TPS dan gunakan hak pilihmu Jangan lupa untuk selalu patuhi protokol kesehatan selama gelaran Pilkada"
"0","Gila gue stress sampe entah udah sakit berapa kali sepanjang pandemi dan orang orang seenaknya aje nongkrong sana"
"1","Pilkada tanggal 9 masak tanggal 10 udah koar ttg klaster Covid 19 Inkubasinya aja 14 hari Sesudah"
"1","PILKADA 2020 kali berbeda dari sebelumnya Pasalnya Pilkada kali ini harus menerapkan protokol kesehatan"
"0","Setuju banyak golput saat ini lbh sikap protes ats dilaksanaknnya pilkada di saat pandemi"
"1","Tolong adek adek mahasiswa jangan demo masih pandemi Juga Negara Nyok ke TPS kita pilkada dulu pesta demokra"
"0","SELEBRASI PILKADA DI TENGAH PANDEMI TERSERAH LU DULU HASHTAG DIRUMAH AJA KEMARIN DISURUH JANGAN TAKUT KE TPS TERSERAH"
"1","Pastikan Pilkada Aman dan Disiplin Prokes Kapolda Keliling Cek TPS Prokes Pandemi"
"1","Ditengah masa pandemi covid 19 Disiplin protokol kesehatan dalam beraktifitas di TPS dengan melakukan guna mengu 3M"
"0","Ada warga yang datang ke TPS untuk mengkritisi pilkada2020 di tengah pandemi Covid 19 dengan menulis Pandemi Nekat"
"0","saya sangat nentang pilkada di tengah pandemi covid tp krn bener2 pengen ada perubahan"
"1","Melaksanakan Pilkada ditengah pandemi Covid 19 membuat para pelaksana Pilkada 2020 memperketat protokol kesehatan di tps"
"1","Seandainya kalo ga ada pandemi Saya lebih mengapresiasi orang yg berangkat ke TPS dengan surat tidak sah sama tidak datang"
"1","LAGI PANDEMI JANGAN TAKUT KE TPS"
"0","Kenapa masih harus dirumah kalo udah disuruh pergi ke tps Bilang aja kalo kasus pandemi meningkat tuh gara2 pilkada"
"1","AyoNyoblos ke Tps yaa Ingat Pilkada tetap waspada Tdk perlu ragu datang ke Tps Buktikan bhw kita mampu"
"1","nahh Nyoblos dong Ngajari si doi masuk TPS Doi pemilih pemula tahun ini Berkesan bgt pas ada pandemi lagi"
"1","No pic Hoax TPS tempat gw sesuai protokol kesehatan semua sekali pakai ga ada petugas sentuh Kita walaupun "
"1","Hari ini pencoblosan Sebelum ke TPS ayok linting sebatang Tembakau Soppeng dulu guys Tembakau Soppeng solusi saat Pandemi"
"0","ngapain bgt bela belain nyoblos lagi pandemi yg kepilih ujung2nya korup yg milih positif korona Btw gw ngomongin pemilu afrika tenggara"
"1","Bogor tdk ada pilkada serentak kak jadi aku gk nyoblos Tp aku salut sama org2 yg mau meluangkan waktunya"
"0","Menggunakan hak suara saat Pilkada 2020 ga harus nyoblos apalagi pada saat pandemi Mending pake VN kedengeran"
"1","nyoblos di masa pandemi warna tinta belum sampe sehari udah pudar banget saking seringnya cuci tangan"
"0","Tp emg takut jg sih pandemi begini disuru nyoblos"
"1","Pilkada udah lewat sekian jam masih pada marah2 soal pandemi Padahal kalau beneran takut covid ya gak usah nyoblos Susah amat"
"0","pemilu kali ini terasa berat krn pandemi semua aktifitas termasuk saya yg tdk bisa ikut nyoblos"
"0","Kayaknya baru kali ini ga nyoblos di pilkada atau Bener2 ga Dateng pemilu ke TPS dulu pernah golput juga cuma gue"
"1","habis nyoblos yuk besok kita ngobrol santai nggak santai peduli kesehatan terutama di era pandemi bersama"
"0","Ketika para perantau anak muda yang memiliki perubahan gak bisa balik utk ikut nyoblos karena pandemi corona padaha"
"0","Dimasa pandemi disuruh nyoblos dinasti politik kurang laki laki gimana cb"
"1","Apalagi sekarang orang sangat butuh uang pas pandemi jadi mereka bakal balas yang diberi suara mereka di tps"
"0","Rata rata orang yang nyoblos pas pandemi ini orang yang dapat duit dari calon kepala daerah soalnya dikit yang pada datang ke tps"
"1","Kirain yg dari kemaren ngedumel ttg pilkada di pandemi ini ga bakal ikut nyoblos ternyata nyoblos juga"
"1","BERBAGAI upaya dilakukan untuk mengajak warga menyukseskan Pilkada terlebih dahulu saat pandemi Covid19 saat ini"
"0","Ga terlalu ngikutin isu Pilkada 2020 ini Pertama karena pandemi kedua karena emang ga kebagian nyoblos Jatahku "
"1","Nyoblos dan Keselamatan Kesehatan Masyarakat Jadi Poin Penting Dipesta Demokrasi Ditengah Pandemi"
"0","Orang 1 Wooo dinasti mesti menang meneh ana bansos dinggo kampanye Orang 1 juga Ah lagi pandemi ora nyoblos wae ah"
"0","Keukeuh gak mau nyoblos dengan alasan pandemi paling kenceng teriak kontra sama pemerintah soal pelaksanaan Pilkad"
"0","Ya pasti ini kan ttp jalan saat pandemi karena perang org laki laki nyoblos dan mereka bisa jual suara dengan mudah He he he"
"1","Catat Begini Tata Cara Nyoblos Pilkada 2020 di Masa Pandemi Corona"
"0","Tips aman nyoblos saat pandemi gausah nyoblos gak aman"
"1","Meski agak2 gapaham sama konsep ada pilkada pas pandemi gini aku bersyukur karena adanya pilkada aku jadi "
"0","I tahun virus Corona masuk ke Indonesia Opsi Presiden DJOKOWIE PSBB gatot gagal total Dana Bansos Covid 19 di"
"1","Selamat milad Pimpinan KPU RI Arif Budiman Dalam kepemimpinannya bangsa ini berhasil menyelenggakan pilkada saat corona"
"1","Di kantor sudah mulai pendataan utk vaksin covid 19 Alhamdulillah Sidang sengketa pilkada udh mau beres"
"1","Pemerintah dan masyarakat sedang berjuang dalam pemulihan Ekonomi imbas Pandemi Covid Revisi UU PILKADA "
"1","Bawaslu Mulai Tegas Kampanye Pilkada Wajib Taati Protokol Kesehatan Pilkada 2020 Sukses "
"1","Waketum DPP PKB menegaskan Pilkada bagian demokrasi untuk mencari pemimpin terbaik"
"1","Pergi belanja ke pasar Aksara Beli cabe dengan andaliman Di pilkada nanti kita beri suara Paslon no 2 pasti jadi pilihan"
"1","Sahrul Gunawan akan ikut Pilkada lagi Sempat gagal sebelumnya kini Sahrul Gunawan lebih percaya diri "
"1","Tetap bersih dan sehat saat nyoblos Pilkada2020 AdaptasiKebiasaanBaru Pandemi"
"0","Musim pandemi ngene mas ndelok bal balan ae gak oleh Yo gak usah nyoblos pisan Ganok amplop e maneh Kok cik"
"1","banyak yg nyoblos hari ini saya laki laki keluar soalnya lagi pandemi"
"0","Sepi min Msh pandemi pada takut nyoblos"
"0","Mau ga ada pandemi juga ga bakal gue nyoblos hahaha"
"1","Dlu jga ngerasain kek gni tpi lagi pandemi jdi bisa nyoblos nnti psti bisaa kudu sabwarr"
"0","1 Calonnya tunggal 2 Calonnya petahana 3 Pandemi corona 4 Ada alasan lain untuk tidak nyoblos"
"1","Ngeledekin Pilkada serentak pas pandemi eh ikut nyoblos juga nih hari Bisa aje roda kulkas"
"0","anak2 kasian yang dimasa pandemi ini hari pertama kali nyoblos ndak merasakan sensasi menyelupkan jari ke tinta tapi malah ditetes"
"1","Pilkada di Masa Pandemi Paslon Terpilih Miliki Tanggung Jawab Moral Lebih Besar"
"0","Hari gini diajak ke TPS Namun ga punya paslon favorit Di luar hujan deras Pandemi pula Hidung pilek Perut laper"
"0","Pgn jadi WN yg baek dgn nyoblos tapiii org paslon nya siapa aj gw gatau terus gajelas jg lg pandemi ky gni"
"0","Pilwalkot 2020 ini bisa jadi kontestasi menjijikan Selain dipaksakan di tengah pandemi persaingan dua paslon di SBY ini gk masuk blas"
"0","Saya tahu saya tinggal di Jakarta tapi gak ada salahnya peringatan ke orang lain Daripada ke TPS ditengah pandemi"
"1","H 1 Pilkada ditengah pandemi tetap mematuhi protokol kesehatan bagi pemilih yang memakai masker gambar paslon"
"1","Adakah paslon yg mengundurkan diri krn tdk setuju pilkada ttp dilaksanakan saat pandemi sedang parah2nya kalo ada salut"
"0","Beginilah kalau Presiden Kapolri Mendagri dan BNPB melawak bersama soal aturan kerumunan pilkada Tragisnya DPR bukannya"
"0","Berlebihan Org sakit Covid 19 tetap dilayani unt gunakan hak politiknya Kalau tdk dilayani apa demokra"
"0","APA KAU JOKOWI MAU TANGGUNG JAWAB AKIBAT PILKADA NGOTOT JALAN TIDAK BOLEH DITUNDA INILAH BUKTI PILKADA TID"
"1","Pastikan Paslon punya Langkah tepat untuk atasi pandemi covid 19 Sukseskan Pilkada Damai 2020"
"1","Tiga Paslon Dukung Pilkada di Tengah Pandemi"
"0","Sangat tidak peduli tapi btw tps w milih sepi bgt asli orang pada takut milih karna corona"
"0","Yo maape wingi aku golput Awak dan lg panas adem Nak dikiro keno corona kan ribet urusane"
"1","pemerintah korona itu benar adanya kasus juga sedang naik kami harap kalian tetep stayhome juga pemerintah ayo nyoblos ayo jangan golput"
"1","Dukung Pilkada 2020 Agar Negara Lebih Fokus Menangani Covid 19 Indonesia Maju"
"1","KPU menyiapkan data pemilih pada Pemilu 2019 dan Pilkada 2020 untuk mendukung program vaksinasi Covid 19"
"1","Partisipasi Pilkada Pangandaran 2020 Tinggi Tanpa Klaster Covid 19"
"0","Makannya pilkada dlu covid baru bisa libur wkwkw"
"1","Pergelaran pesta demokrasi tahun 2024 harus aman dan terkendali termasuk jika pandemi masih ada"
"0","Pak Kiyai MarufAmin menyarankan Pilkada di tunda dan setuju Liga 1 berjalan Auto jadi wapres 2 periode "
"0","Negara peduli pada suaramu kalau suaramu berbentuk kertas pemilu saja Kalo bentuknya udah kertas pemilu mbok sampe ICU didatengin"
"0","Kayanya mau pemilu atau gak pemilu sama aja deh sama gak ada efeknya"
"1","Pilkada Telah Usai Danny Libatkan Dokter Fadli dalam Program Penanganan Covid 19"
"1","Ga terasa besok pilkada serentak jangan golput ya "
"1","Pilkada harus kita jaga agar aman damai sejuk jujur serta aman dari penularan covid 19"
"1","Jangan Golput pada Pilkada 2020 ini krn menentukan masa depan daerahnya"
"1","Yuk berikan suaramu di Pilkada Serentak 2020 Jangan Golput ya"
"1","para sedulur semua dimana saja anda berada Pilkada sudah di depan mata Mari kita rayakan pesta demokrasi dengan sukacita"
"1","Mari gunakan hak pilih kita jangan golput ya"
"1","Selamat Pilkada selamat pesta demokrasi selamat mencoblos bagi yang nyoblos"
"1","Jangan Golput yaaa Mari Kita sukseskan Pilkada Serentak Tahun 2020"
"1","Pasien Covid dan rawat inap tidak kehilangan hak pilih Berikan suaramu di Pilkada Serentak 2020 jangan golput"
"1","Dukung pilkada 2020 dan gunakan hak pilih untuk memilih pemimpin yang bisa memberikan gebrakan dalam mengatasi covid 19 "
"1","Selamat pagi Bagi siapapun yang akan berangkat untuk Pilkada selamat mencoblos ya"
"1","hari ini pilkada trenggalek berangkat ke TPS yuk mau menggunakan hak pilih"
"1","pantengin ternyata pada berangkat pilkada yak ikut ah"
"1","Partisipasi Pilkada Serentak 2020 Tinggi dan Aman Indonesia Diapresiasi Amerik"
"1","Pilkada aman taati protokol kesehatan Jangan lupa untuk memakai masker mencuci tangan dan menjaga jarak"
"1","ucapan terimakasih kepada pihak penyelenggara hingga tercipta pilkada yang aman damai dan kondusif"
"1","pilkada aman tetap disiplin protokol kesehatan Cekal covid "
"1","Pilkada aman semoga pemimpin terpilih amanah"
"1","Pilkada Aman Karena Tertib Protokol Kesehatan"
"1","Pilkada aman lancar dan tanpa hambatan"
"1","Pilkada aman dan lancar Kapolda Sumut diganjar penghargaan KPU"
"1","Sukses Menyelenggarakan Pilkada Bawaslu Temui Wabup"
"1","Kelancaran Pilkada Des 2020 terbukti karena sudah banyaknya Pemimpin Pemenang Pemilu yang telah dilantik"
"1","Selain dari partisipasi yg di atas target apresiasi diberikan karena pilkada berjalan aman meskipun di masa pandemi "
"1","Mamarika saja mengapresiasi mantap dan keren kan Pelaksanaan pilkada bangsa ini kemarin"
"1","Gubernur Jateng ganjar pranowo mengapresiasi keberhasilan pelaksanaan Pilkada Serentak 2020 yg berjalan lancar dan aman "
"1","Bismillah menjelang Pilkada 2020 pada 9 Desember mendatang sebagai warga negara yang baik kita perlu ikut mensukseskannya"
"1","Semoga Kader PKS atau Paslon Kepala Daerah yang di dukung oleh PKS bisa menang dalam Pilkada 2020 hari ini"
"1","Seleb pun dukung Pilkada yang sebentar lagi Jangan lupa tetap ingat 3M"
"1","Di pilkada nanti sy akan dukung sepenuhnya calon2 yg berani menggebuk HTI FPI 212 dan yg terafiliasi dgn mereka"
"1","Pilkada aman Terhindar dari tindakan anarkhis konflik sosial aman dari penyebaran Covid 19 "
"1","Penyelenggara Pilkada sudah siapkan lebih banyak TPS jadi tak perlu berdesakan antri semua terlayani dg tidak berkerumun"
"1","Di ajang pilkada pemenang sejati dan pihak paling sukses adalah tim sukses"
"1","Gue dukung banget Pilkada serentak kan asiiik bisa libur barengan"
"1","Suaramu adalah hakmu dalam memilih tapi protokol kesehatan itu adalah kewajiban bagi semua orang di Indonesia Yuk kita dukung Pilkada 2020 "
"1","Jangan golput klen yah Ayo dong dukung pilkada era covid ini dengan meriah"
"1","dukung pilkada Krn suksesi kepemimpinan itu mendesak lalu challenge bg daerah untuk tingkatkan penerapan prokes "
"1","Ayookkk gaesss kita dukung proses perekaman E KTP menuju pilkada kota semarang 2020 yg tertib"
"1","Lanjutkan Pilkada serentak pada bulan Desember tgl 9 mendatang jgn ditunda apa bila ditunda maka covid 19 akan lebih parah "
"1","Lanjutkan Pilkada kampanye pindah online nyoblos juga online aja"
"1","Prokes adalah prioritas pilkada dpt dilaksanakan dlm kerangka protokoler kesehatan yang ketat "
"1","Mendagri mengemukakan suksesnya pilkada 2020 sangat bergantung pada kepatuhan masarakat menerapkan prokes"
"1","Lanjutkan Pilkada 2020 sudah ditengah jalan kok minta ditunda Lanjutkan"
